Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Address,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Transaction Description
46,Engineer,Low,Income Generation,$42777.09,"926 Morgan Road
North Todd, PW 21532",$19504.27,$5927.33,$2578.68,$3488.99,$899.01,$3848.59,$45429.76,Small Business,Unemployed,12,12.22%,rejected,$831.00 debited for Richardson-Martinez purchase
54,Doctor,Medium,Speculation,$70928.08,"84707 Moyer Plaza
South Troy, KY 88381",$77983.98,$35551.90,$12314.97,$18361.59,$5430.49,$12466.98,$43028.53,Debt Consolidation,Employed,60,13.69%,rejected,Payment of $4662.67 at Combs and Sons
63,Artist,High,Speculation,$43797.43,"USNS Jackson
FPO AA 63961",$47336.68,$23378.19,$14042.05,$5233.77,$887.69,$7780.94,$50000.00,Medical Expenses,Employed,60,13.62%,pending,Transaction at Hammond LLC for $3572.55
62,Teacher,Medium,Wealth Preservation,$-18001.95,"2012 Bailey Crossroad Suite 161
Johnsonmouth, OH 73435",$1000.00,$102.94,$298.38,$84.76,$8.41,$125.07,$5000.00,Small Business,Retired,12,5.58%,approved,"Payment of $3184.93 at Spencer, Frazier and Cole"
76,Engineer,Low,Speculation,$65512.59,"52034 Jessica Fields Suite 359
Burtonhaven, KY 40241",$100000.00,$12409.15,$18838.94,$24822.55,$4878.16,$7837.16,$50000.00,Auto Purchase,Unemployed,36,9.43%,approved,"$162.68 debited for Velazquez, Roberts and Moss purchase"
68,Retiree,Medium,Speculation,$97639.79,"81754 Escobar River
North Anita, MN 67943",$100000.00,$34906.82,$17933.32,$18419.93,$4496.03,$10612.98,$42659.98,Debt Consolidation,Retired,36,10.64%,approved,Purchase at Black Ltd for $2162.71 on 2024-02-18
48,Engineer,Low,Wealth Preservation,$77205.04,"0107 Bonnie Circles
New Gabriela, PA 74622",$19059.27,$3517.57,$3146.58,$4715.55,$892.77,$2031.97,$12549.99,Auto Purchase,Unemployed,24,9.45%,pending,Electronics transaction of $4411.71 at Barrett LLC
77,Doctor,Medium,Growth,$52450.31,"48399 Kendra Plain
Brandyberg, MI 69495",$63188.20,$27968.25,$17024.89,$9665.56,$2114.14,$10487.58,$38114.59,Small Business,Unemployed,24,11.20%,rejected,Transaction at Hart Inc for $4143.07
31,Lawyer,Low,Income Generation,$97908.99,"98683 Bishop Plain
Petersentown, NV 47022",$78908.38,$21431.53,$9779.71,$14844.95,$917.69,$4282.45,$50000.00,Medical Expenses,Self-Employed,36,10.33%,approved,Groceries transaction of $4635.27 at Wright-Holden
23,Lawyer,Medium,Speculation,$105041.97,"46050 Booth Ridge
Shawnshire, MO 93419",$100000.00,$48259.65,$19304.74,$19232.37,$3449.50,$17957.27,$50000.00,Small Business,Unemployed,48,11.59%,approved,$2038.69 debited for Lopez and Sons purchase
67,Doctor,Medium,Speculation,$30027.37,"43164 Adams Centers Suite 615
South Michaelhaven, TN 64986",$11921.06,$2579.99,$2599.13,$1249.90,$343.56,$678.04,$22454.57,Auto Purchase,Retired,48,6.55%,approved,"Fraudulent activity detected at Weaver, Rogers and Stevens for $2317.73"
54,Artist,High,Growth,$20030.81,"USNS Kelly
FPO AP 34444",$5060.38,$2417.76,$776.98,$961.08,$86.48,$1576.69,$29283.03,Debt Consolidation,Unemployed,48,11.64%,pending,Fraudulent activity detected at Shepherd-Scott for $161.43
59,Student,Low,Wealth Preservation,$84072.90,"3470 James Street Suite 812
South John, KS 81558",$84508.28,$9576.66,$5901.93,$14498.24,$3304.68,$10786.13,$34399.77,Auto Purchase,Self-Employed,60,8.36%,approved,"Purchase at Moore, Rojas and Walters for $4156.91 on 2024-07-19"
28,Artist,Low,Growth,$23989.46,"77306 Jeffrey Union Suite 727
Fullerberg, IA 38116",$34855.53,$16118.43,$6076.37,$5175.29,$301.63,$3997.01,$31788.02,Debt Consolidation,Retired,48,9.88%,rejected,"$3439.28 spent at Rodriguez, Terry and Sanders on 2024-08-02"
62,Student,Low,Wealth Preservation,$52145.85,"97600 Jessica Prairie
North Richard, CA 77146",$35963.48,$14043.86,$7743.69,$4812.77,$120.48,$4056.40,$10754.25,Auto Purchase,Unemployed,60,6.37%,approved,Payment of $3759.85 at Edwards-Lowe
26,Teacher,Low,Speculation,$76168.57,"099 Kimberly Springs
South Anthony, UT 14730",$50064.92,$13422.16,$13749.04,$10088.38,$1332.26,$5657.24,$50000.00,Auto Purchase,Unemployed,48,11.41%,approved,Unusual transaction at Hopkins Ltd for $2103.54
66,Retiree,High,Income Generation,$84166.89,"1545 Catherine Mission
Gregorychester, MT 60386",$85105.49,$18064.41,$6524.14,$17131.67,$2562.80,$15601.40,$48034.85,Medical Expenses,Retired,48,11.36%,rejected,"Suspicious purchase of $3398.18 at Phillips, Rojas and Wolfe"
36,Teacher,Medium,Wealth Preservation,$83992.32,"38033 Amanda Lakes Suite 579
North Kylemouth, VT 30325",$31665.72,$3529.85,$7313.02,$7575.39,$1312.14,$6266.32,$50000.00,Auto Purchase,Employed,48,10.47%,approved,Payment of $4013.55 at Abbott-Little
41,Artist,High,Speculation,$50679.12,"512 Ferrell Turnpike
North Stephen, UT 25586",$80045.14,$38809.09,$7868.52,$17349.58,$1334.22,$26076.26,$23191.55,Small Business,Employed,12,8.11%,approved,"Purchase at Kelly, Benton and Diaz for $4266.02 on 2024-06-14"
72,Retiree,High,Wealth Preservation,$148535.54,"USS Young
FPO AA 79716",$100000.00,$19700.36,$27209.04,$14157.96,$948.75,$26490.69,$50000.00,Debt Consolidation,Employed,60,13.92%,rejected,$2536.66 spent at Schultz-Erickson on 2024-07-21
60,Lawyer,High,Wealth Preservation,$46437.11,"3231 Crystal Glen
Jenniferside, MH 06174",$10934.61,$2559.59,$2341.05,$1383.04,$246.91,$2301.85,$25831.88,Small Business,Employed,12,10.29%,rejected,Payment of $2836.08 at Manning-Hutchinson
42,Teacher,Low,Growth,$48946.97,"85464 Lauren Points Suite 884
West Alexandershire, MO 14408",$29013.69,$6105.15,$6851.48,$5763.59,$1100.10,$3282.85,$37267.36,Debt Consolidation,Employed,24,10.00%,approved,"Payment of $4999.35 at Johnson, Dunn and Byrd"
43,Artist,Medium,Growth,$104720.57,"013 Jeremy Overpass Suite 050
East Jennifer, AZ 81857",$100000.00,$38592.63,$10924.76,$23584.60,$834.16,$7956.08,$21938.47,Debt Consolidation,Retired,48,11.39%,rejected,$3360.08 spent at Neal Inc on 2024-08-19
27,Retiree,Low,Income Generation,$45597.85,"73088 Ann Track Suite 344
West Andremouth, NM 96805",$62490.53,$22998.01,$8478.85,$7322.86,$698.79,$11582.30,$29362.64,Debt Consolidation,Employed,24,10.68%,rejected,$1326.80 debited for Gutierrez-Myers purchase
23,Retiree,Medium,Growth,$61318.15,"8843 Walsh Expressway
Charlesstad, NC 48110",$100000.00,$30023.32,$11962.43,$6608.94,$130.36,$6221.70,$29997.81,Auto Purchase,Employed,60,9.69%,rejected,Transaction at Hill-Mullins for $3386.55
36,Student,High,Growth,$39407.26,"840 Jared Extension Apt. 712
Silvaland, PW 21904",$12375.71,$3875.79,$1678.72,$2175.82,$297.66,$3224.39,$20786.03,Small Business,Self-Employed,48,9.31%,rejected,Suspicious purchase of $2493.47 at Clarke Ltd
41,Doctor,Low,Speculation,$42700.24,"341 Cynthia Circle Apt. 315
Peterston, CO 65509",$24332.69,$7265.37,$4924.56,$3653.11,$50.10,$1616.85,$5002.59,Small Business,Employed,48,7.74%,pending,$3756.82 debited for Johnston LLC purchase
60,Student,High,Growth,$43821.62,"975 Warner Springs
Christyburgh, SC 32702",$30878.19,$4062.69,$8980.60,$4492.13,$564.42,$7014.58,$35992.27,Auto Purchase,Retired,24,10.91%,pending,Electronics transaction of $4699.41 at Wong-Richard
63,Student,High,Income Generation,$36424.52,"879 Mckenzie Lodge
Robertsonstad, NM 91844",$61233.37,$9098.72,$10801.30,$11667.67,$850.69,$8713.46,$46328.03,Medical Expenses,Self-Employed,48,9.44%,approved,$808.49 debited for Johnson Inc purchase
59,Doctor,Low,Growth,$48230.52,"10553 George Keys Suite 987
Samuelchester, IN 11170",$74971.40,$35380.15,$9589.52,$18544.81,$3438.48,$10750.72,$45395.90,Medical Expenses,Self-Employed,12,12.51%,pending,"$1892.74 spent at Reed, Caldwell and Goodwin on 2024-06-12"
42,Retiree,High,Wealth Preservation,$51474.04,"308 Susan Vista
Lloydshire, GA 28159",$22584.58,$8090.89,$6102.18,$4650.43,$763.52,$3477.50,$28635.21,Small Business,Self-Employed,24,12.31%,rejected,$4056.42 spent at Black Group on 2024-07-17
84,Lawyer,High,Speculation,$41225.16,"8650 Steven Knoll
Josephhaven, ID 83039",$7656.58,$1085.06,$507.12,$1667.26,$0.23,$2209.44,$39393.50,Small Business,Unemployed,36,8.53%,approved,"Transaction at Shelton, Salinas and Sharp for $924.06"
67,Teacher,High,Income Generation,$69511.77,"9322 Gutierrez Ford Suite 101
Evanshaven, NY 65733",$60351.88,$17722.02,$5648.32,$12488.57,$2664.48,$23836.57,$50000.00,Auto Purchase,Self-Employed,60,9.45%,approved,"Electronics transaction of $370.65 at Taylor, Hall and Hicks"
70,Doctor,Low,Income Generation,$116657.90,"232 Katherine Passage Suite 320
Charlesport, WV 82104",$91118.74,$36184.63,$20049.58,$7155.54,$1382.66,$6766.41,$50000.00,Home Improvement,Self-Employed,24,12.37%,pending,"$1485.46 spent at Neal, Baker and Harper on 2024-03-05"
66,Teacher,Medium,Income Generation,$48872.98,"264 Ray Port
Lake Sarahfort, RI 73866",$28889.04,$14111.77,$6551.59,$3707.16,$368.37,$5439.73,$10900.99,Medical Expenses,Employed,48,7.92%,rejected,"$4289.32 debited for Shaw, Pugh and Figueroa purchase"
62,Student,High,Wealth Preservation,$56402.38,"0761 Crystal Alley Suite 493
Dominguezland, KY 75302",$58339.25,$8004.28,$15973.90,$8785.39,$2605.14,$13828.97,$26709.17,Debt Consolidation,Self-Employed,48,9.70%,pending,Unusual transaction at Gordon Group for $4754.75
58,Student,Medium,Growth,$73887.76,"90676 Campbell Spurs Suite 748
West Catherineside, NE 61619",$12383.46,$4391.69,$3429.75,$1434.87,$100.84,$1837.16,$29953.34,Auto Purchase,Self-Employed,36,11.99%,pending,"Suspicious purchase of $4928.33 at Stafford, Moore and Sampson"
52,Retiree,Medium,Speculation,$77974.92,"11859 Murphy Way
Hancockbury, NE 07772",$100000.00,$40657.03,$14098.75,$24991.81,$2445.71,$11987.43,$50000.00,Debt Consolidation,Retired,36,9.12%,approved,$2243.58 spent at Rodriguez Ltd on 2024-03-18
35,Student,Medium,Income Generation,$118152.01,"333 Meghan Manor Suite 682
South Melissa, NV 93001",$100000.00,$17859.33,$17870.82,$10109.67,$583.11,$7070.78,$38884.80,Auto Purchase,Retired,24,8.42%,approved,Payment of $4343.91 at Cabrera-Harris
83,Engineer,Medium,Income Generation,$98427.50,"021 Matthew Spurs
Amandaland, AR 96562",$100000.00,$42605.45,$17732.47,$18791.43,$4051.54,$13257.67,$23498.60,Medical Expenses,Self-Employed,24,8.55%,approved,Purchase at Reid-Martin for $1624.96 on 2024-06-17
32,Retiree,Low,Speculation,$122692.48,"644 Martin Crescent
West Corey, AR 78352",$100000.00,$30507.15,$29799.19,$9530.49,$910.87,$10144.84,$28514.55,Medical Expenses,Employed,12,10.19%,pending,$3765.88 debited for Jones-Turner purchase
37,Doctor,High,Growth,$146460.03,"724 Miranda Overpass Apt. 256
New Allisonview, PW 22786",$100000.00,$25971.32,$29820.03,$18463.93,$1580.48,$12478.01,$50000.00,Small Business,Retired,12,14.88%,rejected,$535.66 spent at Parker-Webb on 2024-07-23
18,Retiree,High,Wealth Preservation,$64144.36,"2135 Tammy Crossing Apt. 376
Jeremyport, KS 22437",$31078.73,$7937.25,$6781.01,$2337.03,$265.33,$11314.96,$50000.00,Small Business,Unemployed,24,10.64%,approved,$4688.91 spent at Sloan Group on 2024-05-12
68,Retiree,Low,Growth,$100211.36,"5336 Gray Pines Suite 100
North Michaelmouth, AZ 90291",$71148.25,$29834.17,$10428.28,$5112.87,$631.62,$6134.11,$50000.00,Medical Expenses,Unemployed,60,11.56%,rejected,Fraudulent activity detected at Johnson Inc for $3505.84
77,Lawyer,Low,Speculation,$98657.01,"45312 Carla Drive
West Charleston, NV 23998",$73772.24,$33709.31,$6401.68,$10524.45,$2363.65,$9512.24,$50000.00,Auto Purchase,Employed,12,11.80%,pending,Payment of $2715.00 at Roman Group
21,Teacher,Medium,Wealth Preservation,$86160.75,"1723 Olsen Isle Apt. 572
South Nicholas, MD 53814",$100000.00,$43036.61,$7189.71,$23954.47,$1815.11,$8042.88,$50000.00,Auto Purchase,Unemployed,24,9.76%,approved,Entertainment transaction of $4908.59 at Lee LLC
39,Doctor,Low,Wealth Preservation,$120676.65,"005 David Valley
Kaitlynmouth, IL 99416",$100000.00,$36947.02,$14408.65,$13888.24,$1392.50,$11059.08,$50000.00,Medical Expenses,Retired,36,9.09%,approved,$2205.96 spent at Schwartz-Simmons on 2024-01-04
83,Student,Medium,Growth,$108668.60,"849 Jacob Loaf
New Brooke, GU 83787",$100000.00,$20857.72,$18476.43,$14501.98,$3954.07,$8070.03,$50000.00,Home Improvement,Self-Employed,12,12.81%,pending,Payment of $1678.82 at Jackson PLC
85,Teacher,High,Speculation,$75128.14,"06515 Chen Shoals Apt. 238
North Taylor, MD 17733",$98898.51,$42763.08,$19705.12,$12616.17,$38.61,$9941.71,$19417.03,Small Business,Self-Employed,12,11.86%,pending,Transaction at Pugh-Dudley for $4089.00
42,Student,Low,Wealth Preservation,$69635.54,"476 Moore Summit
East Bradley, ND 94627",$8219.31,$3990.90,$1998.15,$1424.59,$226.99,$1401.49,$24689.49,Debt Consolidation,Unemployed,12,7.79%,approved,$497.12 debited for Rios-Woods purchase
34,Teacher,High,Wealth Preservation,$90399.68,"0829 Harrell Green Suite 229
Emilymouth, ME 44699",$44833.64,$12814.97,$8752.16,$5418.72,$1390.71,$10488.66,$50000.00,Debt Consolidation,Retired,12,10.55%,approved,Purchase at York-Jensen for $4013.03 on 2024-04-21
49,Retiree,Low,Income Generation,$83871.67,"1521 Brooke Gardens
Greenechester, MT 55684",$51100.18,$23467.36,$13014.59,$4755.03,$62.91,$8906.38,$50000.00,Home Improvement,Self-Employed,60,11.18%,approved,$1078.68 debited for Smith PLC purchase
71,Lawyer,High,Growth,$41547.12,"702 Williams View
Matthewchester, OK 70740",$8631.12,$2533.40,$2024.06,$686.18,$59.97,$1486.42,$50000.00,Medical Expenses,Retired,24,12.16%,rejected,"Transaction at Carroll, Wilkinson and Snyder for $3133.37"
35,Lawyer,Medium,Growth,$59431.11,"972 David Falls Suite 321
Clarkeberg, IN 24502",$71597.13,$8087.15,$12702.69,$8878.56,$317.70,$14078.59,$16241.47,Small Business,Retired,12,8.05%,approved,"$2763.88 spent at Williams, Hoffman and Blake on 2024-08-22"
53,Student,Low,Growth,$117207.46,"458 Randall Isle
Barronstad, SC 33879",$100000.00,$27775.85,$9891.64,$14154.86,$2350.91,$19490.48,$50000.00,Debt Consolidation,Retired,48,13.71%,rejected,"Clothing transaction of $1987.81 at Hunter, Fletcher and Moreno"
39,Doctor,Medium,Speculation,$58131.89,"24948 James Point
South Michael, IN 43456",$29940.34,$8960.47,$4887.84,$5654.63,$1120.90,$5225.77,$50000.00,Home Improvement,Unemployed,24,11.79%,rejected,Groceries transaction of $801.87 at Patterson and Sons
57,Doctor,Low,Speculation,$65486.17,"12847 Michael Lodge Apt. 097
Miguelmouth, OH 79158",$100000.00,$41265.30,$28815.60,$7088.86,$65.81,$9582.41,$28519.54,Home Improvement,Unemployed,36,11.72%,pending,"Purchase at Wilson, Burnett and Evans for $3392.40 on 2024-01-26"
23,Engineer,Low,Wealth Preservation,$26840.69,"139 Mackenzie Court Apt. 573
North Josephview, AK 22826",$3785.55,$571.71,$516.58,$456.72,$136.93,$569.68,$12687.19,Small Business,Unemployed,12,9.38%,rejected,Unusual transaction at Costa-Norman for $290.28
83,Teacher,Medium,Speculation,$113067.05,"27226 Steve Courts Apt. 592
South Loriside, FL 14284",$100000.00,$33363.68,$23402.48,$12650.90,$2034.41,$13959.29,$50000.00,Medical Expenses,Self-Employed,60,12.03%,rejected,Purchase at Simpson and Sons for $2574.47 on 2024-01-02
72,Artist,High,Wealth Preservation,$89044.88,"790 Mark Crescent
Jessicashire, MH 76711",$15976.44,$2179.18,$4648.64,$2305.36,$570.90,$3273.95,$50000.00,Medical Expenses,Retired,12,14.39%,rejected,Electronics transaction of $660.95 at Castillo-Martinez
84,Student,Low,Wealth Preservation,$45515.76,"Unit 1141 Box 5151
DPO AA 14734",$23860.94,$7515.53,$5266.98,$1930.33,$544.82,$3611.51,$50000.00,Home Improvement,Employed,36,9.06%,approved,"$4600.83 spent at Morgan, Lewis and Dominguez on 2024-03-15"
24,Doctor,Low,Wealth Preservation,$12524.07,"85219 Jasmine Avenue Suite 339
Jacobshaven, DE 67185",$20179.08,$2341.47,$5078.20,$1939.48,$335.84,$2340.79,$5970.15,Auto Purchase,Self-Employed,36,4.75%,approved,Large amount of $4079.79 spent at Rhodes Inc
56,Engineer,Low,Growth,$92120.08,"29239 Douglas Union
Riversborough, MO 51580",$100000.00,$34808.63,$11842.66,$6638.96,$1603.74,$7079.44,$15066.04,Debt Consolidation,Employed,36,10.63%,rejected,Purchase at Johnson LLC for $4376.80 on 2024-07-04
57,Engineer,Medium,Growth,$102067.63,"9585 Jennifer Inlet Suite 035
Cristianshire, HI 33251",$100000.00,$32959.87,$9332.43,$10754.11,$1849.53,$16983.05,$50000.00,Auto Purchase,Unemployed,24,10.13%,approved,Purchase at Webster-White for $4803.11 on 2024-08-10
28,Student,Low,Growth,$18854.48,"1447 Johnson Rest
Daniellehaven, FL 83253",$21402.86,$4774.17,$5639.70,$3147.95,$620.83,$3771.44,$9140.72,Home Improvement,Unemployed,60,9.63%,rejected,"Entertainment transaction of $544.84 at Horton, Young and Roberson"
67,Artist,Low,Income Generation,$126219.08,"129 Becker Mountains Suite 109
Walterstown, WI 37760",$100000.00,$42597.46,$13072.97,$15862.76,$1519.23,$10648.39,$50000.00,Auto Purchase,Retired,48,9.20%,approved,"Entertainment transaction of $3398.55 at Hancock, Matthews and Pearson"
32,Engineer,Medium,Wealth Preservation,$69521.52,"98091 Bailey Curve Apt. 084
Brooksside, MI 31821",$44037.14,$16312.94,$8040.79,$8184.79,$1233.60,$3095.86,$50000.00,Auto Purchase,Self-Employed,48,14.40%,rejected,"Purchase at Greer, Richardson and Anderson for $1981.19 on 2024-08-15"
67,Doctor,Medium,Growth,$89912.20,"PSC 1083, Box 1489
APO AP 88016",$90251.09,$37616.86,$8856.72,$8088.16,$1287.24,$7029.52,$33274.16,Medical Expenses,Retired,36,7.76%,approved,Purchase at Bradford-Brown for $1110.37 on 2024-02-11
69,Doctor,High,Growth,$67415.69,"18152 Chris Squares
Padillamouth, CO 29532",$100000.00,$44080.33,$6140.01,$7235.12,$2039.58,$32066.79,$21489.43,Debt Consolidation,Employed,48,6.42%,approved,Groceries transaction of $2758.99 at Johnson-Thomas
69,Doctor,Medium,Growth,$4968.88,"Unit 2116 Box 6266
DPO AE 07885",$2012.29,$719.33,$281.63,$391.59,$35.06,$353.45,$6226.87,Debt Consolidation,Employed,12,7.79%,rejected,Transaction at Johnson LLC for $4942.37
45,Teacher,High,Growth,$96739.48,"5487 Fitzgerald Camp
South John, ND 01971",$100000.00,$34044.88,$20414.10,$22254.17,$4655.79,$31963.71,$50000.00,Small Business,Retired,48,11.05%,approved,Groceries transaction of $3421.93 at Briggs-Smith
31,Teacher,High,Income Generation,$93795.59,"15543 Amber Bypass
North Rita, DE 11517",$57099.60,$7031.29,$7981.91,$8954.03,$1605.68,$17317.13,$50000.00,Medical Expenses,Unemployed,60,9.21%,approved,"$4950.06 debited for Torres, Fitzpatrick and Martin purchase"
79,Doctor,High,Income Generation,$49312.53,"PSC 4571, Box 3417
APO AP 27057",$40284.17,$7327.71,$8885.37,$2474.59,$602.42,$14360.49,$39652.04,Home Improvement,Unemployed,48,9.34%,approved,Payment of $961.40 at Burns and Sons
74,Artist,Low,Income Generation,$75988.46,"90366 Sanchez Springs
New Susan, CT 50979",$27186.25,$2975.66,$4864.38,$3301.34,$422.26,$4392.80,$50000.00,Debt Consolidation,Employed,60,11.78%,rejected,Payment of $4732.67 at Morgan Ltd
33,Artist,Low,Growth,$112565.74,"11232 Kelly Motorway Apt. 179
Amymouth, PW 57747",$100000.00,$28372.51,$12852.03,$20299.47,$4580.63,$5550.57,$50000.00,Medical Expenses,Unemployed,12,13.81%,pending,Payment of $1272.58 at Tapia PLC
76,Teacher,Medium,Wealth Preservation,$51515.69,"Unit 1389 Box 3710
DPO AA 63179",$64149.41,$17240.90,$13478.60,$11778.48,$395.05,$4490.92,$13478.23,Small Business,Self-Employed,60,6.40%,approved,Transaction at Lewis Inc for $2682.24
20,Engineer,High,Growth,$122502.64,"Unit 5940 Box 9736
DPO AA 23699",$67317.47,$19845.14,$9976.31,$8468.18,$2531.22,$26381.43,$50000.00,Medical Expenses,Employed,24,10.89%,approved,"Large amount of $2902.95 spent at Hall, Sanchez and David"
83,Artist,Medium,Wealth Preservation,$74260.81,"31781 Larry Loop Suite 665
Port Brandon, WI 67643",$53384.20,$6234.50,$8964.40,$7657.94,$497.73,$4585.52,$25977.70,Small Business,Retired,12,11.86%,pending,Payment of $3174.18 at Sullivan-King
35,Artist,Low,Income Generation,$59689.19,"586 Joseph Lights
North Johnville, HI 71678",$11550.53,$2613.12,$1078.68,$700.40,$49.87,$1912.88,$50000.00,Small Business,Unemployed,12,11.11%,approved,Groceries transaction of $2890.16 at Smith-Vaughn
18,Lawyer,Low,Wealth Preservation,$86703.22,"827 Meghan Shoals Apt. 312
West Joel, FM 23696",$27366.20,$7753.17,$6573.43,$6547.12,$63.81,$3994.52,$50000.00,Auto Purchase,Unemployed,48,9.67%,approved,Payment of $978.35 at Clay-Thompson
63,Retiree,Medium,Wealth Preservation,$64375.45,"USS Stephenson
FPO AA 51375",$90738.55,$20704.05,$22105.20,$18171.64,$3716.70,$11006.74,$50000.00,Auto Purchase,Retired,48,13.78%,rejected,$1309.14 debited for Johnson-Garcia purchase
48,Retiree,High,Wealth Preservation,$63363.57,"7931 Patrick Harbor
Roberthaven, WI 45984",$59376.88,$10742.53,$8275.67,$7019.60,$541.97,$17598.95,$18652.58,Home Improvement,Employed,12,8.79%,pending,Purchase at Beard PLC for $1292.79 on 2024-07-25
55,Engineer,Medium,Speculation,$18850.27,"98062 Brian Lock Suite 765
Martinezport, OK 93436",$33259.35,$3470.50,$4510.53,$2830.77,$180.27,$3045.69,$25767.89,Home Improvement,Retired,12,12.06%,pending,"Transaction at Davis, Huerta and Peters for $4579.76"
32,Lawyer,High,Growth,$56405.14,"700 Paul Ville Apt. 615
Timothyland, PW 20962",$100000.00,$49930.47,$5713.83,$11845.85,$824.09,$21162.74,$50000.00,Small Business,Unemployed,36,12.33%,pending,Transaction at Mclaughlin-Leblanc for $3874.41
68,Artist,Low,Growth,$54605.73,"6264 Davis Park
Kristenside, VA 20103",$57353.97,$26326.67,$12506.17,$12140.98,$3497.71,$11196.08,$22565.21,Auto Purchase,Employed,12,7.58%,approved,"$481.81 spent at Dickerson, Williams and Hampton on 2024-02-10"
83,Lawyer,High,Growth,$64176.48,"0841 Cook Square Apt. 694
East Richardfort, WY 58790",$100000.00,$29620.02,$15453.21,$17526.42,$952.87,$18516.88,$50000.00,Debt Consolidation,Retired,24,11.11%,approved,"$2597.76 spent at Stevenson, Brooks and Phillips on 2024-05-27"
64,Retiree,High,Wealth Preservation,$68597.48,"8587 Torres Mill Apt. 223
Meyersstad, AS 64784",$26993.40,$5482.22,$4783.97,$4152.09,$863.77,$8853.34,$50000.00,Home Improvement,Self-Employed,24,9.66%,approved,$3728.90 spent at Kennedy-Freeman on 2024-05-14
78,Doctor,High,Wealth Preservation,$65481.96,"064 Megan Drives
Edwardsville, CT 56796",$31686.18,$7311.92,$4987.98,$4548.13,$1072.27,$5076.01,$14959.05,Auto Purchase,Employed,48,9.00%,rejected,"$893.88 spent at Porter, Sanders and Marquez on 2024-06-11"
39,Doctor,Low,Speculation,$38911.33,"26514 Rachel Springs Suite 806
North Samuel, GA 39165",$56247.19,$24248.22,$8439.72,$4296.80,$816.25,$5922.15,$9235.56,Medical Expenses,Retired,24,6.22%,approved,Groceries transaction of $1286.68 at Smith-Ellis
76,Artist,Medium,Speculation,$70298.43,"6377 Wheeler Islands Suite 227
Collinsburgh, ID 32775",$75182.34,$27471.94,$20970.45,$10719.56,$3181.91,$14480.53,$50000.00,Auto Purchase,Retired,12,12.62%,rejected,$4600.95 spent at Goodman PLC on 2024-02-08
50,Artist,Low,Wealth Preservation,$54048.05,"5202 Williams Avenue Suite 465
West Bradleyshire, CT 34919",$65204.44,$13262.13,$3745.55,$8964.86,$640.11,$12994.63,$50000.00,Medical Expenses,Self-Employed,12,12.17%,pending,"$2350.58 debited for Williams, Davis and Ferrell purchase"
28,Lawyer,High,Wealth Preservation,$91731.73,"334 Joel Street Suite 826
Mcgeeview, CT 38403",$36914.71,$15810.29,$6726.83,$4750.84,$1025.89,$5817.04,$50000.00,Debt Consolidation,Retired,12,13.47%,pending,$1994.59 spent at Smith-Smith on 2024-03-24
79,Student,Medium,Speculation,$27737.39,"171 Miller Path
Christensenside, NH 02989",$26011.06,$7442.72,$5828.47,$2016.48,$601.12,$2174.50,$29804.60,Medical Expenses,Self-Employed,60,7.39%,approved,Travel transaction of $1575.30 at Wagner-Walker
65,Student,Low,Wealth Preservation,$34398.28,"1999 Romero Track Suite 935
Lake Steven, WA 49012",$50735.08,$14596.96,$8263.25,$11707.65,$1992.24,$7006.26,$8256.81,Small Business,Self-Employed,48,10.44%,pending,Purchase at Martin LLC for $4162.33 on 2024-02-23
45,Retiree,High,Growth,$43435.00,"983 Mary Common Suite 928
New Jessicaberg, AR 66210",$80800.35,$25552.64,$15219.08,$14747.34,$1259.02,$6672.57,$50000.00,Small Business,Employed,60,10.55%,approved,Purchase at Moore-Mendez for $4262.00 on 2024-03-18
48,Teacher,High,Speculation,$81047.72,"2914 Jesus Lakes Apt. 782
New Douglasshire, PA 56118",$18908.98,$2242.95,$2845.50,$1028.21,$150.82,$5436.03,$31859.19,Home Improvement,Retired,60,7.90%,approved,Purchase at Garcia-Hernandez for $2625.30 on 2024-05-09
75,Artist,High,Wealth Preservation,$67727.09,"135 Chase Roads Apt. 070
New Blake, MA 59896",$100000.00,$26023.97,$19596.82,$9600.11,$2791.42,$18045.21,$50000.00,Debt Consolidation,Self-Employed,12,10.68%,approved,Fraudulent activity detected at Jones Group for $2032.98
61,Engineer,Medium,Growth,$4163.32,"9266 Kristen Groves Apt. 656
New Sharonside, CA 51866",$4802.35,$1861.21,$702.34,$910.01,$146.64,$959.34,$5549.02,Debt Consolidation,Self-Employed,24,5.32%,approved,"Travel transaction of $1306.20 at Walker, Barajas and Taylor"
77,Lawyer,High,Income Generation,$89182.81,"9880 John Stravenue
Stanleyville, DE 83977",$94574.57,$46726.63,$12001.13,$18284.48,$60.82,$30660.28,$50000.00,Auto Purchase,Employed,48,9.53%,approved,"Large amount of $514.65 spent at Soto, Fernandez and Turner"
69,Retiree,High,Income Generation,$19599.97,"3076 Williams Points
South Heatherville, VT 96448",$37674.34,$9828.26,$6991.94,$3548.24,$114.21,$6125.23,$17307.19,Small Business,Employed,12,7.26%,approved,"Transaction at Torres, Crane and Neal for $2202.63"
